timestamp(ms),IMU[1].GyrZ
386545.1664376259,0.8047187924385071
386645.1664376259,0.8034475445747375
386745.1664376259,0.8228838443756104
386845.1664376259,0.8377311825752258
386945.1664376259,0.8052413463592529
387045.1664376259,0.7933295369148254
387145.1664376259,0.8147870898246765
387245.1664376259,0.8171618580818176
387345.1664376259,0.8150553703308105
387445.1664376259,0.7837834358215332
387545.1664376259,0.809062123298645
387645.1664376259,0.8122427463531494
387745.1664376259,0.8062703609466553
387845.1664376259,0.798883318901062
387945.1664376259,0.8025006651878357
388045.1664376259,0.7923514246940613
388145.1664376259,0.7722117900848389
388245.1664376259,0.8402173519134521
388345.1664376259,0.8455065488815308
388445.1664376259,0.7423447370529175
388545.1664376259,0.7625160813331604
388645.1664376259,0.8517171144485474
388745.1664376259,0.8216224312782288
388845.1664376259,0.8206929564476013
388945.1664376259,0.7600240707397461
389045.1664376259,0.7900944948196411
389145.1664376259,0.7902936935424805
389245.1664376259,0.8056167364120483
389345.1664376259,0.7326879501342773
389445.1664376259,0.7515302300453186
389545.1664376259,0.7729167342185974
389645.1664376259,0.767699122428894
389745.1664376259,0.741767168045044
389845.1664376259,0.7531970739364624
389945.1664376259,0.7953008413314819
390045.1664376259,0.7680637836456299
390145.1664376259,0.7265961170196533
390245.1664376259,0.7780627608299255
390345.1664376259,0.8389297127723694
390445.1664376259,0.7966064810752869
390545.1664376259,0.7780930995941162
390645.1664376259,0.7624458074569702
390745.1664376259,0.7577077746391296
390845.1664376259,0.7967731356620789
390945.1664376259,0.8098910450935364
391045.1664376259,0.7461234331130981
391145.1664376259,0.7599169015884399
391245.1664376259,0.8388074040412903
391345.1664376259,0.8460366725921631
391445.1664376259,0.7909454107284546
391545.1664376259,0.7670183777809143
391645.1664376259,0.719438910484314
391745.1664376259,0.543384850025177
391845.1664376259,0.39236980676651
391945.1664376259,0.28190937638282776
392045.1664376259,0.20171543955802917
392145.1664376259,0.2158249467611313
392245.1664376259,0.26823002099990845
392345.1664376259,0.31213900446891785
392445.1664376259,0.3100523352622986
392545.1664376259,0.3111766576766968
392645.1664376259,0.3501146733760834
392745.1664376259,0.3704782724380493
392845.1664376259,0.3579810857772827
392945.1664376259,0.3021760582923889
393045.1664376259,0.2011292278766632
393145.1664376259,0.09900544583797455
393245.1664376259,0.037130896002054214
393345.1664376259,0.0023696294520050287
393445.1664376259,-0.002868562238290906
393545.1664376259,0.056589070707559586
393645.1664376259,0.13192801177501678
393745.1664376259,0.18104757368564606
393845.1664376259,0.19495539367198944
393945.1664376259,0.14547552168369293
394045.1664376259,0.02643526904284954
394145.1664376259,-0.09589120745658875
394245.1664376259,-0.14587777853012085
394345.1664376259,-0.11713077127933502
394445.1664376259,-0.028313379734754562
394545.1664376259,0.07922006398439407
394645.1664376259,0.18594247102737427
394745.1664376259,0.2500234842300415
394845.1664376259,0.2022874504327774
394945.1664376259,0.061163078993558884
395045.1664376259,-0.08625466376543045
395145.1664376259,-0.15717385709285736
395245.1664376259,-0.10842031240463257
395345.1664376259,0.02656865492463112
395445.1664376259,0.19162273406982422
395545.1664376259,0.29581716656684875
395645.1664376259,0.2710909843444824
395745.1664376259,0.10848832130432129
395845.1664376259,-0.10965163260698318
395945.1664376259,-0.19655464589595795
396045.1664376259,-0.11221391707658768
396145.1664376259,0.06169389933347702
396245.1664376259,0.21567073464393616
396345.1664376259,0.24706463515758514
396445.1664376259,0.15232598781585693
396545.1664376259,-0.02861388400197029
