timestamp(ms),IMU[1].GyrZ
372045.1664376259,-0.027790071442723274
372145.1664376259,-0.027214189991354942
372245.1664376259,-0.026206599548459053
372345.1664376259,-0.02603057026863098
372445.1664376259,-0.026802925392985344
372545.1664376259,-0.02887711115181446
372645.1664376259,-0.0277571901679039
372745.1664376259,-0.024678044021129608
372845.1664376259,-0.023472817614674568
372945.1664376259,-0.024462075904011726
373045.1664376259,-0.02671251818537712
373145.1664376259,-0.02675439976155758
373245.1664376259,-0.02477022260427475
373345.1664376259,-0.021671112626791
373445.1664376259,-0.0221914891153574
373545.1664376259,-0.024145422503352165
373645.1664376259,-0.026363909244537354
373745.1664376259,-0.027152210474014282
373845.1664376259,-0.02445281110703945
373945.1664376259,-0.021542074158787727
374045.1664376259,-0.019869660958647728
374145.1664376259,-0.023105787113308907
374245.1664376259,-0.02588426135480404
374345.1664376259,-0.025603679940104485
374445.1664376259,-0.022626198828220367
374545.1664376259,-0.0185894425958395
374645.1664376259,-0.019389290362596512
374745.1664376259,-0.021006472408771515
374845.1664376259,-0.022727811709046364
374945.1664376259,-0.0224649365991354
375045.1664376259,-0.012053308077156544
375145.1664376259,0.006659094709903002
375245.1664376259,0.015491927042603493
375345.1664376259,0.03356073051691055
375445.1664376259,0.039761509746313095
375545.1664376259,0.06078743189573288
375645.1664376259,0.05364063382148743
375745.1664376259,0.030194301158189774
375845.1664376259,-0.015286168083548546
375945.1664376259,-0.040749672800302505
376045.1664376259,-0.032467782497406006
376145.1664376259,-0.0169797632843256
376245.1664376259,0.024271244183182716
376345.1664376259,0.047432031482458115
376445.1664376259,0.05014431104063988
376545.1664376259,0.03180299326777458
376645.1664376259,0.0170346237719059
376745.1664376259,-0.005581020377576351
376845.1664376259,-0.023220926523208618
376945.1664376259,-0.016226574778556824
377045.1664376259,0.0056053875014185905
377145.1664376259,0.02960977330803871
377245.1664376259,0.04219333082437515
377345.1664376259,0.05130508169531822
377445.1664376259,0.0327308289706707
377545.1664376259,0.007188023999333382
377645.1664376259,0.010947488248348236
377745.1664376259,0.00868574995547533
377845.1664376259,0.0020330140832811594
377945.1664376259,0.0024811348412185907
378045.1664376259,0.008085442706942558
378145.1664376259,0.019055116921663284
378245.1664376259,0.031270064413547516
378345.1664376259,0.06458894163370132
378445.1664376259,0.11957747489213943
378545.1664376259,0.25386133790016174
378645.1664376259,0.3703957498073578
378745.1664376259,0.4398362934589386
378845.1664376259,0.511955738067627
378945.1664376259,0.5827211141586304
379045.1664376259,0.650242805480957
379145.1664376259,0.716676652431488
379245.1664376259,0.7848265171051025
379345.1664376259,0.8117620944976807
379445.1664376259,0.7883865237236023
379545.1664376259,0.8048302531242371
379645.1664376259,0.8200221657752991
379745.1664376259,0.7791770100593567
379845.1664376259,0.7714493274688721
379945.1664376259,0.7963066101074219
380045.1664376259,0.8144630789756775
380145.1664376259,0.8054381012916565
380245.1664376259,0.7971088886260986
380345.1664376259,0.7636517286300659
380445.1664376259,0.7766188979148865
380545.1664376259,0.8177253007888794
380645.1664376259,0.826016902923584
380745.1664376259,0.7965927720069885
380845.1664376259,0.7692805528640747
380945.1664376259,0.7649556398391724
381045.1664376259,0.80226069688797
381145.1664376259,0.8207592964172363
381245.1664376259,0.8025968670845032
381345.1664376259,0.7746168971061707
381445.1664376259,0.7962827086448669
381545.1664376259,0.7958441972732544
381645.1664376259,0.8236007690429688
381745.1664376259,0.8289681673049927
381845.1664376259,0.7834107875823975
381945.1664376259,0.7593863606452942
382045.1664376259,0.806850254535675
382145.1664376259,0.834147036075592
382245.1664376259,0.8044226169586182
382345.1664376259,0.7970109581947327
382445.1664376259,0.8014495372772217
382545.1664376259,0.8229681849479675
382645.1664376259,0.8125883340835571
382745.1664376259,0.7240446209907532
382845.1664376259,0.709441065788269
382945.1664376259,0.8401859998703003
383045.1664376259,0.9161362051963806
383145.1664376259,0.7789319753646851
383245.1664376259,0.7594133615493774
383345.1664376259,0.8994370698928833
383445.1664376259,0.7338351011276245
383545.1664376259,0.858468234539032
383645.1664376259,0.7956631779670715
383745.1664376259,0.8336374163627625
383845.1664376259,0.7747688293457031
383945.1664376259,0.7953180074691772
384045.1664376259,0.815697968006134
384145.1664376259,0.8183193802833557
384245.1664376259,0.8154955506324768
384345.1664376259,0.8054972887039185
384445.1664376259,0.8032116889953613
384545.1664376259,0.783658504486084
384645.1664376259,0.7577131986618042
384745.1664376259,0.76195228099823
384845.1664376259,0.8268324136734009
384945.1664376259,0.8429133296012878
385045.1664376259,0.8313341736793518
385145.1664376259,0.8210795521736145
385245.1664376259,0.8273150324821472
385345.1664376259,0.8288722634315491
385445.1664376259,0.8373026251792908
385545.1664376259,0.8524234294891357
385645.1664376259,0.832457959651947
385745.1664376259,0.8315730094909668
385845.1664376259,0.8329744935035706
385945.1664376259,0.8240240216255188
386045.1664376259,0.8332631587982178
386145.1664376259,0.844601035118103
386245.1664376259,0.8003971576690674
386345.1664376259,0.7806297540664673
386445.1664376259,0.7915193438529968
