timestamp(ms),XKF1[0].PN,XKF1[1].PN,XKF1[0].PE,XKF1[1].PE
383399.6791087456,-26.746749877929688,-26.758535385131836,-9.464157104492188,-9.492619514465332
383499.6791087456,-26.847511291503906,-26.852773666381836,-9.379356384277344,-9.409451484680176
383599.6791087456,-26.953166961669922,-26.95189094543457,-9.30234432220459,-9.334017753601074
383699.6791087456,-27.061174392700195,-27.05283546447754,-9.232422828674316,-9.265047073364258
383799.6791087456,-27.173133850097656,-27.158592224121094,-9.170703887939453,-9.204041481018066
383899.6791087456,-27.28717613220215,-27.266910552978516,-9.114485740661621,-9.147891998291016
383999.6791087456,-27.407045364379883,-27.3810977935791,-9.069604873657227,-9.103336334228516
384099.6791087456,-27.532135009765625,-27.50086212158203,-9.036039352416992,-9.069441795349121
384199.6791087456,-27.65874671936035,-27.62261199951172,-9.013506889343262,-9.046249389648438
384299.6791087456,-27.785558700561523,-27.7443904876709,-9.003171920776367,-9.034642219543457
384399.6791087456,-27.91375160217285,-27.86746597290039,-9.004810333251953,-9.03471851348877
384499.6791087456,-28.042617797851562,-27.991910934448242,-9.017594337463379,-9.045331001281738
384599.6791087456,-28.168697357177734,-28.1132755279541,-9.041117668151855,-9.066169738769531
384699.6791087456,-28.291318893432617,-28.232723236083984,-9.07487964630127,-9.096220016479492
384799.6791087456,-28.411306381225586,-28.34998893737793,-9.119782447814941,-9.137883186340332
384899.6791087456,-28.527751922607422,-28.463899612426758,-9.176424026489258,-9.191158294677734
384999.6791087456,-28.63683319091797,-28.570520401000977,-9.242949485778809,-9.254585266113281
385099.6791087456,-28.738218307495117,-28.670236587524414,-9.319391250610352,-9.327841758728027
385199.6791087456,-28.833345413208008,-28.763776779174805,-9.404918670654297,-9.410029411315918
385299.6791087456,-28.922727584838867,-28.852418899536133,-9.499299049377441,-9.500676155090332
385399.6791087456,-29.003509521484375,-28.932376861572266,-9.599285125732422,-9.597094535827637
385499.6791087456,-29.076126098632812,-29.005149841308594,-9.704865455627441,-9.699838638305664
385599.6791087456,-29.13655662536621,-29.065298080444336,-9.816167831420898,-9.807665824890137
385699.6791087456,-29.185367584228516,-29.114952087402344,-9.932361602783203,-9.920416831970215
385799.6791087456,-29.22511100769043,-29.155595779418945,-10.053167343139648,-10.037248611450195
385899.6791087456,-29.256532669067383,-29.18931007385254,-10.178174018859863,-10.159062385559082
385999.6791087456,-29.278995513916016,-29.213720321655273,-10.303771018981934,-10.281587600708008
386099.6791087456,-29.293460845947266,-29.230510711669922,-10.43026351928711,-10.406092643737793
386199.6791087456,-29.298614501953125,-29.237960815429688,-10.558056831359863,-10.531455039978027
386299.6791087456,-29.296367645263672,-29.238197326660156,-10.687100410461426,-10.658576011657715
386399.6791087456,-29.280380249023438,-29.22486686706543,-10.813650131225586,-10.783307075500488
386499.6791087456,-29.252296447753906,-29.20010757446289,-10.93673038482666,-10.905106544494629
386599.6791087456,-29.214111328125,-29.165082931518555,-11.055069923400879,-11.022257804870605
386699.6791087456,-29.166887283325195,-29.121435165405273,-11.168556213378906,-11.135245323181152
386799.6791087456,-29.10834312438965,-29.065799713134766,-11.275049209594727,-11.241656303405762
386899.6791087456,-29.03927230834961,-29.001073837280273,-11.37458324432373,-11.340104103088379
386999.6791087456,-28.961145401000977,-28.927040100097656,-11.467867851257324,-11.43379020690918
387099.6791087456,-28.874128341674805,-28.844482421875,-11.555498123168945,-11.522174835205078
387199.6791087456,-28.78016471862793,-28.754730224609375,-11.635002136230469,-11.602463722229004
387299.6791087456,-28.679790496826172,-28.658946990966797,-11.70704460144043,-11.676003456115723
387399.6791087456,-28.57284927368164,-28.555988311767578,-11.768926620483398,-11.739779472351074
387499.6791087456,-28.460800170898438,-28.4484920501709,-11.821290016174316,-11.79430103302002
387599.6791087456,-28.343976974487305,-28.335783004760742,-11.863174438476562,-11.838081359863281
387699.6791087456,-28.223148345947266,-28.218833923339844,-11.894491195678711,-11.8716402053833
387799.6791087456,-28.099430084228516,-28.09905433654785,-11.913537979125977,-11.893255233764648
387899.6791087456,-27.97467041015625,-27.97831916809082,-11.920757293701172,-11.903285026550293
387999.6791087456,-27.851520538330078,-27.858863830566406,-11.917532920837402,-11.902910232543945
388099.6791087456,-27.732200622558594,-27.742883682250977,-11.904642105102539,-11.89343547821045
388199.6791087456,-27.61260414123535,-27.62611198425293,-11.88183879852295,-11.874401092529297
388299.6791087456,-27.492868423461914,-27.509387969970703,-11.849526405334473,-11.846211433410645
388399.6791087456,-27.376941680908203,-27.39574432373047,-11.805388450622559,-11.806397438049316
388499.6791087456,-27.26595687866211,-27.286602020263672,-11.751411437988281,-11.756730079650879
388599.6791087456,-27.158946990966797,-27.181211471557617,-11.688445091247559,-11.697996139526367
388699.6791087456,-27.057018280029297,-27.08001136779785,-11.616007804870605,-11.6290922164917
388799.6791087456,-26.96001625061035,-26.984037399291992,-11.5352144241333,-11.552021980285645
388899.6791087456,-26.8686466217041,-26.893238067626953,-11.449292182922363,-11.469876289367676
388999.6791087456,-26.784231185913086,-26.809350967407227,-11.355365753173828,-11.379634857177734
389099.6791087456,-26.70699691772461,-26.732105255126953,-11.253822326660156,-11.281461715698242
389199.6791087456,-26.642099380493164,-26.667064666748047,-11.145683288574219,-11.176814079284668
389299.6791087456,-26.59002685546875,-26.614126205444336,-11.031803131103516,-11.066388130187988
389399.6791087456,-26.546890258789062,-26.570043563842773,-10.914422988891602,-10.95250415802002
389499.6791087456,-26.512697219848633,-26.53501319885254,-10.793432235717773,-10.834383964538574
389599.6791087456,-26.490867614746094,-26.511884689331055,-10.670559883117676,-10.714517593383789
389699.6791087456,-26.480945587158203,-26.5002498626709,-10.546751976013184,-10.593330383300781
389799.6791087456,-26.48048210144043,-26.49811553955078,-10.422179222106934,-10.471466064453125
389899.6791087456,-26.489532470703125,-26.505102157592773,-10.297842979431152,-10.348773956298828
389999.6791087456,-26.508604049682617,-26.52217674255371,-10.17436695098877,-10.227508544921875
390099.6791087456,-26.536388397216797,-26.547910690307617,-10.05392837524414,-10.108760833740234
390199.6791087456,-26.57188606262207,-26.58097267150879,-9.93503475189209,-9.991608619689941
390299.6791087456,-26.615272521972656,-26.621580123901367,-9.817240715026855,-9.875143051147461
390399.6791087456,-26.671539306640625,-26.674558639526367,-9.704340934753418,-9.76416015625
390499.6791087456,-26.739835739135742,-26.739974975585938,-9.59807014465332,-9.658171653747559
390599.6791087456,-26.815567016601562,-26.812564849853516,-9.49674129486084,-9.557632446289062
390699.6791087456,-26.897056579589844,-26.890901565551758,-9.401046752929688,-9.462061882019043
390799.6791087456,-26.986480712890625,-26.976848602294922,-9.311555862426758,-9.372299194335938
390899.6791087456,-27.083921432495117,-27.0708065032959,-9.228920936584473,-9.288763999938965
390999.6791087456,-27.187721252441406,-27.17131996154785,-9.15552806854248,-9.21468448638916
391099.6791087456,-27.297151565551758,-27.278427124023438,-9.09181022644043,-9.14961051940918
391199.6791087456,-27.411684036254883,-27.390037536621094,-9.036476135253906,-9.09292221069336
391299.6791087456,-27.531496047973633,-27.50708770751953,-8.990967750549316,-9.045550346374512
391399.6791087456,-27.653945922851562,-27.626535415649414,-8.956628799438477,-9.009099960327148
391499.6791087456,-27.778099060058594,-27.748037338256836,-8.93313217163086,-8.98291015625
391599.6791087456,-27.901235580444336,-27.868606567382812,-8.918664932250977,-8.965638160705566
391699.6791087456,-28.015056610107422,-27.979991912841797,-8.908402442932129,-8.952040672302246
391799.6791087456,-28.112136840820312,-28.07441520690918,-8.897483825683594,-8.939214706420898
391899.6791087456,-28.19002914428711,-28.15060043334961,-8.886210441589355,-8.927628517150879
391999.6791087456,-28.251501083374023,-28.211471557617188,-8.877945899963379,-8.920796394348145
392099.6791087456,-28.303133010864258,-28.264245986938477,-8.872753143310547,-8.918163299560547
392199.6791087456,-28.3518123626709,-28.31511116027832,-8.873444557189941,-8.921812057495117
392299.6791087456,-28.400175094604492,-28.36663055419922,-8.878621101379395,-8.929510116577148
392399.6791087456,-28.45081329345703,-28.420839309692383,-8.885852813720703,-8.93899154663086
392499.6791087456,-28.504636764526367,-28.47894859313965,-8.894767761230469,-8.949502944946289
392599.6791087456,-28.56298828125,-28.54167938232422,-8.900439262390137,-8.95699691772461
392699.6791087456,-28.62456512451172,-28.607803344726562,-8.90424633026123,-8.962584495544434
392799.6791087456,-28.684249877929688,-28.67254066467285,-8.909106254577637,-8.970148086547852
392899.6791087456,-28.73995590209961,-28.73363494873047,-8.914998054504395,-8.978958129882812
392999.6791087456,-28.789697647094727,-28.78882598876953,-8.924190521240234,-8.99171257019043
393099.6791087456,-28.8337345123291,-28.838285446166992,-8.935892105102539,-9.006772994995117
393199.6791087456,-28.871797561645508,-28.881797790527344,-8.947879791259766,-9.022308349609375
393299.6791087456,-28.904754638671875,-28.9201717376709,-8.960511207580566,-9.03786563873291
393399.6791087456,-28.939136505126953,-28.960277557373047,-8.971733093261719,-9.052228927612305
393499.6791087456,-28.976797103881836,-29.003219604492188,-8.9824857711792,-9.065481185913086
393599.6791087456,-29.013702392578125,-29.04543685913086,-8.993744850158691,-9.079779624938965
393699.6791087456,-29.049644470214844,-29.086416244506836,-9.006284713745117,-9.095110893249512
393799.6791087456,-29.085004806518555,-29.12694549560547,-9.01948356628418,-9.111677169799805
393899.6791087456,-29.118736267089844,-29.165239334106445,-9.03353500366211,-9.128548622131348
393999.6791087456,-29.1517276763916,-29.20316505432129,-9.047760009765625,-9.145989418029785
394099.6791087456,-29.18243408203125,-29.238603591918945,-9.062382698059082,-9.163232803344727
394199.6791087456,-29.208547592163086,-29.269487380981445,-9.075896263122559,-9.179543495178223
394299.6791087456,-29.230953216552734,-29.29619598388672,-9.088492393493652,-9.194038391113281
394399.6791087456,-29.253257751464844,-29.32305335998535,-9.09963321685791,-9.207304954528809
394499.6791087456,-29.277027130126953,-29.350828170776367,-9.110363006591797,-9.219423294067383
394599.6791087456,-29.30399513244629,-29.382259368896484,-9.121062278747559,-9.232147216796875
394699.6791087456,-29.333467483520508,-29.415319442749023,-9.133045196533203,-9.245579719543457
394799.6791087456,-29.361572265625,-29.447248458862305,-9.144599914550781,-9.259121894836426
394899.6791087456,-29.386051177978516,-29.47488021850586,-9.155335426330566,-9.271245002746582
394999.6791087456,-29.408138275146484,-29.500341415405273,-9.16720199584961,-9.284902572631836
395099.6791087456,-29.427148818969727,-29.522294998168945,-9.18050479888916,-9.299357414245605
