timestamp(ms),GPS.Spd
167770.374,1.468000054359436
167870.374,1.468000054359436
167970.374,1.474000096321106
168070.374,1.474000096321106
168170.374,1.4620000123977661
168270.374,1.4620000123977661
168370.374,1.3900001049041748
168470.374,1.3900001049041748
168570.374,1.28000009059906
168670.374,1.28000009059906
168770.374,1.3370000123977661
168870.374,1.3370000123977661
168970.374,1.2660000324249268
169070.374,1.2660000324249268
169170.374,1.4180001020431519
169270.374,1.4180001020431519
169370.374,1.152000069618225
169470.374,1.152000069618225
169570.374,1.3200000524520874
169670.374,1.3200000524520874
169770.374,1.218000054359436
169870.374,1.218000054359436
169970.374,1.3140000104904175
170070.374,1.3140000104904175
170170.374,1.2420001029968262
170270.374,1.2420001029968262
170370.374,1.215000033378601
170470.374,1.215000033378601
170570.374,1.290000081062317
170670.374,1.290000081062317
170770.374,1.3220000267028809
170870.374,1.3220000267028809
170970.374,1.2140001058578491
171070.374,1.2140001058578491
171170.374,1.319000005722046
171270.374,1.319000005722046
171370.374,1.2000000476837158
171470.374,1.2000000476837158
171570.374,1.2140001058578491
171670.374,1.2140001058578491
171770.374,1.3050000667572021
171870.374,1.3050000667572021
171970.374,1.253000020980835
172070.374,1.253000020980835
172170.374,1.2070000171661377
172270.374,1.2070000171661377
172370.374,1.1610000133514404
172470.374,1.1610000133514404
172570.374,1.1610000133514404
172670.374,1.1610000133514404
172770.374,1.224000096321106
172870.374,1.224000096321106
172970.374,1.2570000886917114
173070.374,1.2570000886917114
173170.374,1.1740000247955322
173270.374,1.1740000247955322
173370.374,1.1690000295639038
173470.374,1.1690000295639038
173570.374,1.253000020980835
173670.374,1.253000020980835
173770.374,1.2850000858306885
173870.374,1.2850000858306885
173970.374,1.156000018119812
174070.374,1.156000018119812
174170.374,1.2720000743865967
174270.374,1.2720000743865967
174370.374,1.2420001029968262
174470.374,1.2420001029968262
174570.374,1.2090001106262207
174670.374,1.2090001106262207
174770.374,1.2390000820159912
174870.374,1.2390000820159912
174970.374,1.2630000114440918
175070.374,1.2630000114440918
175170.374,1.165000081062317
175270.374,1.165000081062317
175370.374,1.183000087738037
175470.374,1.183000087738037
175570.374,1.1690000295639038
175670.374,1.1690000295639038
175770.374,1.2070000171661377
175870.374,1.2070000171661377
175970.374,1.1410000324249268
176070.374,1.1410000324249268
176170.374,1.2450000047683716
176270.374,1.2450000047683716
176370.374,1.2040001153945923
176470.374,1.2040001153945923
176570.374,1.15500009059906
176670.374,1.15500009059906
176770.374,1.1800000667572021
176870.374,1.1800000667572021
176970.374,1.1970000267028809
177070.374,1.1970000267028809
177170.374,1.2340000867843628
177270.374,1.2340000867843628
177370.374,1.2230000495910645
177470.374,1.2230000495910645
177570.374,1.283000111579895
177670.374,1.283000111579895
177770.374,1.2610000371932983
177870.374,1.2610000371932983
177970.374,1.1700000762939453
178070.374,1.1700000762939453
178170.374,1.1750000715255737
178270.374,1.1750000715255737
178370.374,1.2160000801086426
178470.374,1.2160000801086426
178570.374,1.2340000867843628
178670.374,1.2340000867843628
178770.374,1.2590000629425049
178870.374,1.2590000629425049
178970.374,1.2440000772476196
179070.374,1.2440000772476196
179170.374,1.1400001049041748
179270.374,1.1400001049041748
179370.374,1.287000060081482
179470.374,1.287000060081482
179570.374,1.2650001049041748
179670.374,1.2650001049041748
179770.374,1.2350000143051147
179870.374,1.2350000143051147
179970.374,1.2630000114440918
180070.374,1.2630000114440918
180170.374,1.152000069618225
180270.374,1.152000069618225
180370.374,1.1730000972747803
180470.374,1.1730000972747803
180570.374,1.1759999990463257
180670.374,1.1759999990463257
180770.374,1.2440000772476196
180870.374,1.2440000772476196
180970.374,1.165000081062317
181070.374,1.165000081062317
181170.374,1.2330000400543213
181270.374,1.2330000400543213
181370.374,1.2080000638961792
181470.374,1.2080000638961792
181570.374,1.2200000286102295
181670.374,1.2200000286102295
