timestamp(ms),XKF1[0].VN,XKF1[0].VE
167829.04,0.6280615925788879,-1.4502614736557007
167929.04,0.6361101865768433,-1.4480608701705933
168029.04,0.6589223146438599,-1.44455087184906
168129.04,0.6571435332298279,-1.431676983833313
168229.04,0.6790330410003662,-1.3943333625793457
168329.04,0.7096043229103088,-1.3397482633590698
168429.04,0.7583040595054626,-1.2746330499649048
168529.04,0.8203145265579224,-1.2053159475326538
168629.04,0.8813731074333191,-1.1279901266098022
168729.04,0.9369279146194458,-1.0549414157867432
168829.04,0.9909271597862244,-0.9797713160514832
168929.04,1.0595847368240356,-0.8888704180717468
169029.04,1.1287809610366821,-0.791928231716156
169129.04,1.1956912279129028,-0.6755018830299377
169229.04,1.2466686964035034,-0.548900842666626
169329.04,1.2701191902160645,-0.4213356673717499
169429.04,1.2799760103225708,-0.3024614751338959
169529.04,1.276761531829834,-0.19941075146198273
169629.04,1.2721524238586426,-0.08413808047771454
169729.04,1.2611351013183594,0.035072553902864456
169829.04,1.2511930465698242,0.14274467527866364
169929.04,1.216007947921753,0.2525201141834259
170029.04,1.1841963529586792,0.36315786838531494
170129.04,1.1401891708374023,0.4688374996185303
170229.04,1.0781424045562744,0.574135422706604
170329.04,1.0106463432312012,0.6654499173164368
170429.04,0.9468761682510376,0.7514916062355042
170529.04,0.8603306412696838,0.8303043246269226
170629.04,0.7671632766723633,0.9102262258529663
170729.04,0.6769078373908997,0.9692002534866333
170829.04,0.5865213871002197,1.0228184461593628
170929.04,0.49215972423553467,1.0566487312316895
171029.04,0.3939131796360016,1.085635781288147
171129.04,0.29536494612693787,1.119089961051941
171229.04,0.18413332104682922,1.135561227798462
171329.04,0.07946062833070755,1.1336512565612793
171429.04,-0.03940651938319206,1.1302170753479004
171529.04,-0.15036466717720032,1.1180603504180908
171629.04,-0.260195255279541,1.0884525775909424
171729.04,-0.3577721118927002,1.0475598573684692
171829.04,-0.462226927280426,1.0063601732254028
171929.04,-0.5489809513092041,0.945225715637207
172029.04,-0.6437456607818604,0.877029299736023
172129.04,-0.7244483232498169,0.7934099435806274
172229.04,-0.8108183145523071,0.7371236681938171
172329.04,-0.8616666197776794,0.6472691297531128
172429.04,-0.9093008041381836,0.5425260663032532
172529.04,-0.9887375831604004,0.4471126198768616
172629.04,-0.9896886348724365,0.3739575743675232
172729.04,-1.0309581756591797,0.2288266271352768
172829.04,-1.0474339723587036,0.163116455078125
172929.04,-1.0543321371078491,0.04261227324604988
173029.04,-1.0513908863067627,-0.08040936291217804
173129.04,-1.0430958271026611,-0.18352369964122772
173229.04,-1.0171771049499512,-0.2895883023738861
173329.04,-0.9772272706031799,-0.39229682087898254
173429.04,-0.9376553893089294,-0.4869450628757477
173529.04,-0.8972042202949524,-0.5765906572341919
173629.04,-0.8322876691818237,-0.6647475361824036
173729.04,-0.7574406266212463,-0.7327407598495483
173829.04,-0.6768586039543152,-0.8132990002632141
173929.04,-0.5999889969825745,-0.8691955804824829
174029.04,-0.5141088962554932,-0.9332515001296997
174129.04,-0.41975757479667664,-0.9916040301322937
174229.04,-0.3261736035346985,-1.027283787727356
174329.04,-0.22526314854621887,-1.0463452339172363
174429.04,-0.12516222894191742,-1.0762490034103394
174529.04,-0.01867392472922802,-1.0815041065216064
174629.04,0.07148440182209015,-1.0950216054916382
