timestamp(ms),XKF1[0].VD,XKF1[1].VD
167829.04,-0.04250493273139,0.02994449995458126
167929.04,-0.039220985025167465,0.022793665528297424
168029.04,-0.03634755313396454,0.046054549515247345
168129.04,-0.039367277175188065,0.03393559530377388
168229.04,-0.0103642912581563,0.05281452462077141
168329.04,-0.0017767271492630243,0.06868906319141388
168429.04,-0.0038459585048258305,0.09435941278934479
168529.04,-0.012132194824516773,0.08358276635408401
168629.04,-0.03152211010456085,0.07780532538890839
168729.04,-0.05688618868589401,0.06777425110340118
168829.04,-0.07022485882043839,0.05166023224592209
168929.04,-0.06484855711460114,0.0547441691160202
169029.04,-0.06015152484178543,0.06803874671459198
169129.04,-0.05257561430335045,0.07606052607297897
169229.04,-0.0478937029838562,0.08196745812892914
169329.04,-0.041554566472768784,0.09558586776256561
169429.04,-0.054309602826833725,0.08655986934900284
169529.04,-0.06739107519388199,0.07368436455726624
169629.04,-0.07121378928422928,0.07459569722414017
169729.04,-0.058022528886795044,0.09716291725635529
169829.04,-0.06255649775266647,0.08633660525083542
169929.04,-0.05929514765739441,0.1081555038690567
170029.04,-0.060551874339580536,0.09045623987913132
170129.04,-0.059234846383333206,0.0998837873339653
170229.04,-0.0500907264649868,0.1185292899608612
170329.04,-0.03635381907224655,0.11931666731834412
170429.04,-0.05887060984969139,0.1043587177991867
170529.04,-0.0540105365216732,0.12040124833583832
170629.04,-0.03997901454567909,0.12403655797243118
170729.04,-0.0441037192940712,0.10544028878211975
170829.04,-0.06771392375230789,0.08901410549879074
170929.04,-0.07139021158218384,0.07477213442325592
171029.04,-0.07131050527095795,0.08738496154546738
171129.04,-0.06884405016899109,0.08866728842258453
171229.04,-0.06034240126609802,0.08497750759124756
171329.04,-0.061715759336948395,0.08914460986852646
171429.04,-0.05708649009466171,0.10221495479345322
171529.04,-0.07010799646377563,0.08490206301212311
171629.04,-0.07547325640916824,0.08080173283815384
171729.04,-0.07224119454622269,0.08291853219270706
171829.04,-0.05805200710892677,0.0849226638674736
171929.04,-0.05741233751177788,0.08765336871147156
172029.04,-0.06714668869972229,0.08301893621683121
172129.04,-0.06301230937242508,0.08245285600423813
172229.04,-0.045499857515096664,0.09458871930837631
172329.04,-0.036547113209962845,0.10527902096509933
172429.04,-0.0738934651017189,0.06907481700181961
172529.04,-0.025520049035549164,0.11522422730922699
172629.04,-0.050557736307382584,0.08906478434801102
172729.04,-0.0346231646835804,0.10360237956047058
172829.04,-0.05161578208208084,0.080814890563488
172929.04,-0.058289799839258194,0.07256834954023361
173029.04,-0.02735329233109951,0.10415221750736237
173129.04,-0.012901118025183678,0.11606099456548691
173229.04,-0.017306363210082054,0.1036568209528923
173329.04,-0.03367798402905464,0.08209677040576935
173429.04,-0.03078641928732395,0.09624608606100082
173529.04,-0.02202930860221386,0.08986213058233261
173629.04,-0.028922349214553833,0.10698054730892181
173729.04,-0.03293683007359505,0.08316058665513992
173829.04,-0.015962623059749603,0.10485514253377914
173929.04,-0.021971365436911583,0.10916434228420258
174029.04,-0.010588031262159348,0.10329221934080124
174129.04,-0.017231130972504616,0.11076574772596359
174229.04,-0.020727375522255898,0.09503911435604095
174329.04,-0.02239346317946911,0.09492598474025726
174429.04,-0.022173168137669563,0.0932944044470787
174529.04,-0.012821013107895851,0.10680954158306122
174629.04,-0.01503302063792944,0.10177316516637802
174729.04,-0.025018922984600067,0.0851791575551033
174829.04,-0.016654180362820625,0.10108479112386703
174929.04,-0.029049990698695183,0.08346384018659592
175029.04,-0.01026778295636177,0.1138841062784195
175129.04,-0.010688762180507183,0.10795944184064865
175229.04,-0.0037136804312467575,0.10761307924985886
175329.04,-0.021741697564721107,0.09532707184553146
175429.04,-0.002996802795678377,0.11896078288555145
175529.04,-0.019859889522194862,0.09755565226078033
175629.04,-0.017278458923101425,0.10835304856300354
175729.04,0.0011620746226981282,0.12453661113977432
175829.04,-0.0027908848132938147,0.12596355378627777
175929.04,-0.002283042762428522,0.11457753926515579
176029.04,-0.012284979224205017,0.10999630391597748
176129.04,-0.005415534600615501,0.11715486645698547
176229.04,-0.00817212276160717,0.11772468686103821
176329.04,-0.012322889640927315,0.10193916410207748
176429.04,-0.012220658361911774,0.10474987328052521
176529.04,-0.003209582297131419,0.11037979274988174
176629.04,-0.00946823600679636,0.0950893983244896
176729.04,-0.011328348889946938,0.10564574599266052
176829.04,-0.0072030252777040005,0.10707087814807892
176929.04,0.006268160883337259,0.12728941440582275
177029.04,-0.003988693002611399,0.09995198249816895
177129.04,-0.01804194226861,0.09707489609718323
177229.04,-0.021221071481704712,0.0925910621881485
177329.04,0.0019308438058942556,0.11859829723834991
177429.04,0.005184793379157782,0.11090095341205597
177529.04,-0.010308323428034782,0.10471539199352264
177629.04,-0.010321775451302528,0.11066707223653793
177729.04,-0.021188300102949142,0.07421059161424637
177829.04,-0.005701220128685236,0.09960925579071045
177929.04,-0.00357511336915195,0.09133395552635193
178029.04,-0.023737255483865738,0.08299753814935684
178129.04,-0.011382427997887135,0.08341767638921738
178229.04,-0.0263859611004591,0.07695741206407547
178329.04,-0.010043599642813206,0.10086991637945175
178429.04,-0.016277112066745758,0.07866710424423218
178529.04,-0.02431405894458294,0.08114497363567352
178629.04,-0.0077854348346591,0.10062041878700256
178729.04,-0.02206655964255333,0.07898508757352829
178829.04,-0.0031146181281656027,0.09590595960617065
178929.04,-0.023810554295778275,0.07288035750389099
179029.04,-0.02107369340956211,0.07570305466651917
179129.04,-0.007411826867610216,0.09369347244501114
179229.04,-0.028506439179182053,0.06875421106815338
179329.04,-0.022196980193257332,0.08118699491024017
179429.04,-0.01764914020895958,0.08496008068323135
179529.04,-0.017678838223218918,0.08337520062923431
179629.04,-0.027040520682930946,0.07821676135063171
179729.04,-0.02434450201690197,0.05767372250556946
179829.04,-0.024553844705224037,0.06941498070955276
179929.04,-0.022392084822058678,0.0727129876613617
180029.04,-0.01825956627726555,0.07499003410339355
180129.04,-0.021117210388183594,0.06475238502025604
180229.04,-0.014758661389350891,0.07467591762542725
180329.04,-0.027433808892965317,0.0583818182349205
180429.04,-0.026815135031938553,0.04794850945472717
180529.04,-0.02811109647154808,0.04972383379936218
180629.04,-0.018147848546504974,0.07394232600927353
180729.04,-0.024617034941911697,0.06495216488838196
180829.04,-0.03503553196787834,0.04136616736650467
180929.04,-0.035760343074798584,0.041859447956085205
181029.04,-0.013184198178350925,0.0767645314335823
181129.04,-0.031960587948560715,0.055017270147800446
181229.04,-0.009814566932618618,0.0758064016699791
181329.04,-0.010996378026902676,0.07529578357934952
181429.04,-0.026891496032476425,0.06346648186445236
181529.04,-0.013597218319773674,0.07637793570756912
181629.04,-0.02813364937901497,0.05215644836425781
181729.04,-0.02398906648159027,0.06263116002082825
