timestamp(ms),XKF1[0].PN,XKF1[1].PN,XKF1[0].PE,XKF1[1].PE
174829.04,-28.21161460876465,-28.214319229125977,-9.649197578430176,-9.563979148864746
174929.04,-28.194143295288086,-28.19879722595215,-9.763449668884277,-9.677831649780273
175029.04,-28.17144203186035,-28.1778564453125,-9.877398490905762,-9.793845176696777
175129.04,-28.136823654174805,-28.14544677734375,-9.985244750976562,-9.901678085327148
175229.04,-28.0931453704834,-28.103145599365234,-10.09166145324707,-10.010709762573242
175329.04,-28.037670135498047,-28.04991912841797,-10.190327644348145,-10.10986042022705
175429.04,-27.97563934326172,-27.990116119384766,-10.283658027648926,-10.205577850341797
175529.04,-27.90322494506836,-27.92007064819336,-10.367999076843262,-10.291075706481934
175629.04,-27.824691772460938,-27.843162536621094,-10.447527885437012,-10.373872756958008
175729.04,-27.737600326538086,-27.75809097290039,-10.51633358001709,-10.444429397583008
175829.04,-27.646732330322266,-27.66851234436035,-10.57754898071289,-10.509224891662598
175929.04,-27.551332473754883,-27.574934005737305,-10.6267728805542,-10.560322761535645
176029.04,-27.451730728149414,-27.476192474365234,-10.671041488647461,-10.607967376708984
176129.04,-27.34650230407715,-27.372390747070312,-10.703091621398926,-10.642207145690918
176229.04,-27.239282608032227,-27.265716552734375,-10.727459907531738,-10.670391082763672
176329.04,-27.130056381225586,-27.157596588134766,-10.738988876342773,-10.684929847717285
176429.04,-27.019737243652344,-27.04738426208496,-10.744699478149414,-10.694743156433105
176529.04,-26.909578323364258,-26.938392639160156,-10.738495826721191,-10.692055702209473
176629.04,-26.79888916015625,-26.827274322509766,-10.723126411437988,-10.681418418884277
176729.04,-26.690471649169922,-26.718814849853516,-10.693890571594238,-10.656522750854492
176829.04,-26.586423873901367,-26.61372947692871,-10.654243469238281,-10.621718406677246
176929.04,-26.487672805786133,-26.514310836791992,-10.601652145385742,-10.573716163635254
177029.04,-26.39434814453125,-26.419471740722656,-10.540457725524902,-10.5172700881958
177129.04,-26.307720184326172,-26.33187484741211,-10.468724250793457,-10.450432777404785
177229.04,-26.227188110351562,-26.24936866760254,-10.39377212524414,-10.379870414733887
177329.04,-26.1545352935791,-26.17522621154785,-10.308975219726562,-10.298967361450195
177429.04,-26.087636947631836,-26.10586929321289,-10.21660327911377,-10.20966625213623
177529.04,-26.0322208404541,-26.04833984375,-10.116023063659668,-10.112665176391602
177629.04,-25.987573623657227,-26.001174926757812,-10.00955581665039,-10.009408950805664
177729.04,-25.954833984375,-25.965744018554688,-9.898768424987793,-9.902745246887207
177829.04,-25.9309024810791,-25.938669204711914,-9.784751892089844,-9.791866302490234
177929.04,-25.919267654418945,-25.92375373840332,-9.668323516845703,-9.67872428894043
178029.04,-25.91553497314453,-25.916563034057617,-9.550554275512695,-9.563307762145996
178129.04,-25.923290252685547,-25.920766830444336,-9.433382987976074,-9.44873332977295
178229.04,-25.941234588623047,-25.935523986816406,-9.318721771240234,-9.335741996765137
178329.04,-25.971050262451172,-25.961706161499023,-9.206109046936035,-9.224954605102539
178429.04,-26.010955810546875,-25.998546600341797,-9.097208023071289,-9.117053031921387
178529.04,-26.061256408691406,-26.045194625854492,-8.991914749145508,-9.013093948364258
178629.04,-26.124828338623047,-26.105680465698242,-8.891693115234375,-8.913225173950195
178729.04,-26.19894027709961,-26.175891876220703,-8.797484397888184,-8.819374084472656
178829.04,-26.28026580810547,-26.253925323486328,-8.70880126953125,-8.730690956115723
178929.04,-26.369834899902344,-26.33976173400879,-8.627762794494629,-8.649405479431152
179029.04,-26.46540069580078,-26.432971954345703,-8.551579475402832,-8.572380065917969
179129.04,-26.567806243896484,-26.5322208404541,-8.484718322753906,-8.504918098449707
179229.04,-26.67425537109375,-26.63677978515625,-8.426396369934082,-8.445130348205566
179329.04,-26.7842960357666,-26.74405288696289,-8.37858772277832,-8.395950317382812
179429.04,-26.892135620117188,-26.85068702697754,-8.338249206542969,-8.3541898727417
179529.04,-27.00237464904785,-26.959352493286133,-8.308636665344238,-8.323234558105469
179629.04,-27.118051528930664,-27.074440002441406,-8.287882804870605,-8.300848007202148
179729.04,-27.2369327545166,-27.191076278686523,-8.28009033203125,-8.291601181030273
179829.04,-27.35706901550293,-27.311023712158203,-8.286253929138184,-8.295397758483887
179929.04,-27.475130081176758,-27.427974700927734,-8.304835319519043,-8.311347007751465
180029.04,-27.589580535888672,-27.542272567749023,-8.334555625915527,-8.3385009765625
180129.04,-27.69980239868164,-27.652109146118164,-8.374088287353516,-8.37533950805664
180229.04,-27.80739974975586,-27.76059913635254,-8.419829368591309,-8.418743133544922
180329.04,-27.910079956054688,-27.863021850585938,-8.475139617919922,-8.471789360046387
180429.04,-28.00674057006836,-27.960651397705078,-8.538068771362305,-8.53310775756836
180529.04,-28.0964298248291,-28.050676345825195,-8.609899520874023,-8.603154182434082
180629.04,-28.177003860473633,-28.132965087890625,-8.691227912902832,-8.68293571472168
180729.04,-28.24909210205078,-28.206073760986328,-8.779072761535645,-8.768869400024414
180829.04,-28.313806533813477,-28.27294921875,-8.871554374694824,-8.86009693145752
180929.04,-28.369672775268555,-28.330448150634766,-8.969090461730957,-8.95610523223877
181029.04,-28.41926383972168,-28.382732391357422,-9.072425842285156,-9.058578491210938
181129.04,-28.460229873657227,-28.426000595092773,-9.179656028747559,-9.164060592651367
181229.04,-28.493934631347656,-28.462684631347656,-9.288816452026367,-9.27249526977539
181329.04,-28.516860961914062,-28.488433837890625,-9.399073600769043,-9.381718635559082
181429.04,-28.530338287353516,-28.505640029907227,-9.510391235351562,-9.492748260498047
181529.04,-28.53242301940918,-28.51095199584961,-9.620530128479004,-9.602275848388672
181629.04,-28.523101806640625,-28.50525665283203,-9.732917785644531,-9.714923858642578
181729.04,-28.501419067382812,-28.48712730407715,-9.844024658203125,-9.826723098754883
181829.04,-28.469127655029297,-28.458520889282227,-9.955143928527832,-9.938002586364746
181929.04,-28.42633819580078,-28.419166564941406,-10.061173439025879,-10.045212745666504
182029.04,-28.37700080871582,-28.373361587524414,-10.16513729095459,-10.150464057922363
182129.04,-28.31793975830078,-28.318042755126953,-10.262932777404785,-10.24974536895752
182229.04,-28.249801635742188,-28.253225326538086,-10.353546142578125,-10.342409133911133
182329.04,-28.17481803894043,-28.182483673095703,-10.434139251708984,-10.42479133605957
182429.04,-28.097156524658203,-28.10816764831543,-10.50679874420166,-10.499195098876953
182529.04,-28.015539169311523,-28.029760360717773,-10.569456100463867,-10.564030647277832
182629.04,-27.928564071655273,-27.945228576660156,-10.627239227294922,-10.624086380004883
